sample,best available identification,reads/400,label
B1296,Veillonella,1,BellyButtonsMuseum2
B1296,Veillonella,1,BellyButtonsMuseum2
B1296,Veillonella,1,BellyButtonsMuseum2
B1296,Veillonella,3,BellyButtonsMuseum2
B1296,Veillonella,5,BellyButtonsMuseum2
B1296,Veillonellaceae,1,BellyButtonsMuseum2
B1298,Actinobacteridae,1,BellyButtonsMuseum2
B1298,Actinobacteridae,2,BellyButtonsMuseum2
B1298,Actinobacteridae,2,BellyButtonsMuseum2
B1298,Actinobaculum,1,BellyButtonsMuseum2
B1298,Actinomyces,1,BellyButtonsMuseum2
B1298,Actinomycetaceae,5,BellyButtonsMuseum2
B1298,Aerococcaceae,1,BellyButtonsMuseum2
B1298,Aerococcaceae,1,BellyButtonsMuseum2
B1298,Anaerococcus,1,BellyButtonsMuseum2
B1298,Anaerococcus,1,BellyButtonsMuseum2
B1298,Anaerococcus,1,BellyButtonsMuseum2
B1298,Anaerococcus,1,BellyButtonsMuseum2
B1298,Anaerococcus,1,BellyButtonsMuseum2
B1298,Anaerococcus,1,BellyButtonsMuseum2
B1298,Anaerococcus,2,BellyButtonsMuseum2
B1298,Anaerococcus,5,BellyButtonsMuseum2
B1298,Anaerococcus,7,BellyButtonsMuseum2
B1298,Bacilli,1,BellyButtonsMuseum2
B1298,Bacteroidetes,1,BellyButtonsMuseum2
B1298,Bacteroidetes,1,BellyButtonsMuseum2
B1298,Bacteroidetes,1,BellyButtonsMuseum2
B1298,Bacteroidetes,15,BellyButtonsMuseum2
B1298,Branhamella,2,BellyButtonsMuseum2
B1298,Campylobacter,2,BellyButtonsMuseum2
B1298,Clostridia,13,BellyButtonsMuseum2
B1298,Clostridiales,1,BellyButtonsMuseum2
B1298,Clostridiales,1,BellyButtonsMuseum2
B1298,Clostridiales,1,BellyButtonsMuseum2
B1298,Clostridiales,1,BellyButtonsMuseum2
B1298,Clostridiales,1,BellyButtonsMuseum2
B1298,Clostridiales,2,BellyButtonsMuseum2
B1298,Clostridiales,2,BellyButtonsMuseum2
B1298,Clostridiales,2,BellyButtonsMuseum2
B1298,Clostridiales,2,BellyButtonsMuseum2
B1298,Clostridiales,35,BellyButtonsMuseum2
B1298,Corynebacterineae,1,BellyButtonsMuseum2
B1298,Corynebacterineae,2,BellyButtonsMuseum2
B1298,Corynebacterineae,20,BellyButtonsMuseum2
B1298,Corynebacterium,2,BellyButtonsMuseum2
B1298,Dermabacter,1,BellyButtonsMuseum2
B1298,Dialister,2,BellyButtonsMuseum2
B1298,Finegoldia,4,BellyButtonsMuseum2
B1298,Firmicutes,1,BellyButtonsMuseum2
B1298,Firmicutes,1,BellyButtonsMuseum2
B1298,Firmicutes,1,BellyButtonsMuseum2
B1298,Methanobrevibacter,9,BellyButtonsMuseum2
B1298,Mobiluncus,8,BellyButtonsMuseum2
B1298,Peptococcus,1,BellyButtonsMuseum2
B1298,Peptococcus,33,BellyButtonsMuseum2
B1298,Peptoniphilus,1,BellyButtonsMuseum2
B1298,Peptoniphilus,17,BellyButtonsMuseum2
B1298,Peptoniphilus,2,BellyButtonsMuseum2
B1298,Peptoniphilus,4,BellyButtonsMuseum2
B1298,Peptoniphilus,6,BellyButtonsMuseum2
B1298,Porphyromonadaceae,12,BellyButtonsMuseum2
B1298,Porphyromonas,1,BellyButtonsMuseum2
B1298,Porphyromonas,1,BellyButtonsMuseum2
B1298,Porphyromonas,5,BellyButtonsMuseum2
B1298,Prevotella,1,BellyButtonsMuseum2
B1298,Prevotella,4,BellyButtonsMuseum2
B1298,Staphylococcus,1,BellyButtonsMuseum2
B1298,Staphylococcus,26,BellyButtonsMuseum2
B1298,unidentified,1,BellyButtonsMuseum2
B1298,unidentified,1,BellyButtonsMuseum2
B1298,unidentified,1,BellyButtonsMuseum2
B1298,unidentified,1,BellyButtonsMuseum2
B1298,unidentified,1,BellyButtonsMuseum2
B1298,unidentified,1,BellyButtonsMuseum2
B1298,unidentified,20,BellyButtonsMuseum2
B1298,unidentified,21,BellyButtonsMuseum2
B1298,unidentified,23,BellyButtonsMuseum2
B1298,unidentified,45,BellyButtonsMuseum2
B1308,Acinetobacter,1,BellyButtonsMuseum2
B1308,Actinobacteridae,1,BellyButtonsMuseum2
B1308,Actinobacteridae,11,BellyButtonsMuseum2
B1308,Actinobacteridae,74,BellyButtonsMuseum2
B1308,Actinomyces,2,BellyButtonsMuseum2
B1308,Actinomyces,7,BellyButtonsMuseum2
B1308,Aerococcaceae,3,BellyButtonsMuseum2
B1308,Aeromonas,1,BellyButtonsMuseum2
B1308,Anaerococcus,1,BellyButtonsMuseum2
B1308,Anaerococcus,1,BellyButtonsMuseum2
B1308,Anaerococcus,1,BellyButtonsMuseum2
B1308,Anaerococcus,2,BellyButtonsMuseum2
B1308,Anaerococcus,3,BellyButtonsMuseum2
B1308,Anaerococcus,7,BellyButtonsMuseum2
B1308,Bacillaceae,1,BellyButtonsMuseum2
B1308,Bacillales,1,BellyButtonsMuseum2
B1308,Bacillales,1,BellyButtonsMuseum2
B1308,Bacillales,2,BellyButtonsMuseum2
B1308,Bacilli,1,BellyButtonsMuseum2
B1308,Bacteroidetes,1,BellyButtonsMuseum2
B1308,Bacteroidetes,33,BellyButtonsMuseum2
B1308,Burkholderiales,1,BellyButtonsMuseum2
B1308,Campylobacter,1,BellyButtonsMuseum2
B1308,Campylobacter,12,BellyButtonsMuseum2
B1308,Clostridiales,11,BellyButtonsMuseum2
B1308,Corynebacterineae,1,BellyButtonsMuseum2
B1308,Corynebacterium,36,BellyButtonsMuseum2
B1308,Dialister,1,BellyButtonsMuseum2
B1308,Fastidiosipila,1,BellyButtonsMuseum2
B1308,Finegoldia,1,BellyButtonsMuseum2
B1308,Finegoldia,1,BellyButtonsMuseum2
B1308,Finegoldia,1,BellyButtonsMuseum2
B1308,Finegoldia,13,BellyButtonsMuseum2
B1308,Mobiluncus,1,BellyButtonsMuseum2
B1308,Neisseria,1,BellyButtonsMuseum2
B1308,Novosphingobium,1,BellyButtonsMuseum2
B1308,Paenibacillaceae,1,BellyButtonsMuseum2
B1308,Pasteurellaceae,1,BellyButtonsMuseum2
B1308,Peptoniphilus,10,BellyButtonsMuseum2
B1308,Peptoniphilus,2,BellyButtonsMuseum2
B1308,Peptoniphilus,3,BellyButtonsMuseum2
B1308,Peptostreptococcus,4,BellyButtonsMuseum2
B1308,Porphyromonas,5,BellyButtonsMuseum2
B1308,Prevotella,4,BellyButtonsMuseum2
B1308,Prevotella,43,BellyButtonsMuseum2
B1308,Rhodococcus,1,BellyButtonsMuseum2
B1308,Sphingomonas,2,BellyButtonsMuseum2
B1308,Staphylococcus,1,BellyButtonsMuseum2
B1308,Staphylococcus,1,BellyButtonsMuseum2
B1308,Staphylococcus,60,BellyButtonsMuseum2
B1308,unidentified,1,BellyButtonsMuseum2
B1308,unidentified,1,BellyButtonsMuseum2
B1308,unidentified,1,BellyButtonsMuseum2
B1308,unidentified,1,BellyButtonsMuseum2
B1308,unidentified,1,BellyButtonsMuseum2
B1308,unidentified,6,BellyButtonsMuseum2
B1308,unidentified,7,BellyButtonsMuseum2
B1308,Veillonellaceae,6,BellyButtonsMuseum2
B1310,Actinobacteridae,1,BellyButtonsMuseum2
B1310,Actinobacteridae,4,BellyButtonsMuseum2
B1310,Actinomyces,2,BellyButtonsMuseum2
B1310,Actinomycetaceae,3,BellyButtonsMuseum2
B1310,Aerococcaceae,11,BellyButtonsMuseum2
B1310,Anaerococcus,1,BellyButtonsMuseum2
B1310,Anaerococcus,1,BellyButtonsMuseum2
B1310,Anaerococcus,1,BellyButtonsMuseum2
B1310,Anaerococcus,1,BellyButtonsMuseum2
B1310,Anaerococcus,1,BellyButtonsMuseum2
B1310,Anaerococcus,1,BellyButtonsMuseum2
B1310,Anaerococcus,10,BellyButtonsMuseum2
B1310,Anaerococcus,2,BellyButtonsMuseum2
B1310,Anaerococcus,21,BellyButtonsMuseum2
B1310,Anaerococcus,3,BellyButtonsMuseum2
B1310,Anaerococcus,3,BellyButtonsMuseum2
B1310,Bacteroidetes,1,BellyButtonsMuseum2
B1310,Bacteroidetes,1,BellyButtonsMuseum2
B1310,Bacteroidetes,1,BellyButtonsMuseum2
B1310,Bacteroidetes,1,BellyButtonsMuseum2
B1310,Bacteroidetes,16,BellyButtonsMuseum2
B1310,Bacteroidetes,3,BellyButtonsMuseum2
B1310,Branhamella,2,BellyButtonsMuseum2
B1310,Brevundimonas,1,BellyButtonsMuseum2
B1310,Campylobacter,8,BellyButtonsMuseum2
B1310,Clostridia,4,BellyButtonsMuseum2
B1310,Clostridiales,1,BellyButtonsMuseum2
B1310,Clostridiales,2,BellyButtonsMuseum2
B1310,Clostridiales,2,BellyButtonsMuseum2
B1310,Clostridiales,3,BellyButtonsMuseum2
B1310,Clostridiales,4,BellyButtonsMuseum2
B1310,Clostridiales,5,BellyButtonsMuseum2
B1310,Clostridiales,5,BellyButtonsMuseum2
B1310,Clostridiales,50,BellyButtonsMuseum2
B1310,Comamonadaceae,1,BellyButtonsMuseum2
B1310,Corynebacterineae,2,BellyButtonsMuseum2
B1310,Corynebacterineae,24,BellyButtonsMuseum2
B1310,Corynebacterium,19,BellyButtonsMuseum2
B1310,Dermabacter,1,BellyButtonsMuseum2
B1310,Dialister,5,BellyButtonsMuseum2
B1310,Finegoldia,11,BellyButtonsMuseum2
B1310,Firmicutes,1,BellyButtonsMuseum2
B1310,Helcococcus,1,BellyButtonsMuseum2
B1310,Ignavigranum,3,BellyButtonsMuseum2
B1310,Lachnospiraceae,1,BellyButtonsMuseum2
B1310,Methanobrevibacter,2,BellyButtonsMuseum2
B1310,Microbacteriaceae,1,BellyButtonsMuseum2
B1310,Microbacteriaceae,5,BellyButtonsMuseum2
B1310,Mobiluncus,1,BellyButtonsMuseum2
B1310,Mobiluncus,8,BellyButtonsMuseum2
B1310,Peptococcus,1,BellyButtonsMuseum2
B1310,Peptococcus,11,BellyButtonsMuseum2
B1310,Peptoniphilus,1,BellyButtonsMuseum2
B1310,Peptoniphilus,1,BellyButtonsMuseum2
B1310,Peptoniphilus,1,BellyButtonsMuseum2
B1310,Peptoniphilus,18,BellyButtonsMuseum2
B1310,Peptoniphilus,4,BellyButtonsMuseum2
B1310,Peptoniphilus,7,BellyButtonsMuseum2
B1310,Porphyromonadaceae,4,BellyButtonsMuseum2
B1310,Porphyromonas,1,BellyButtonsMuseum2
B1310,Porphyromonas,1,BellyButtonsMuseum2
B1310,Porphyromonas,5,BellyButtonsMuseum2
B1310,Prevotella,3,BellyButtonsMuseum2
B1310,Rothia,1,BellyButtonsMuseum2
B1310,Rubrobacteraceae,1,BellyButtonsMuseum2
B1310,Staphylococcus,13,BellyButtonsMuseum2
B1310,Streptococcus,1,BellyButtonsMuseum2
B1310,Streptococcus,2,BellyButtonsMuseum2
B1310,unidentified,1,BellyButtonsMuseum2
B1310,unidentified,1,BellyButtonsMuseum2
B1310,unidentified,1,BellyButtonsMuseum2
B1310,unidentified,1,BellyButtonsMuseum2
B1310,unidentified,1,BellyButtonsMuseum2
B1310,unidentified,1,BellyButtonsMuseum2
B1310,unidentified,1,BellyButtonsMuseum2
B1310,unidentified,33,BellyButtonsMuseum2
B1310,unidentified,4,BellyButtonsMuseum2
B1310,unidentified,6,BellyButtonsMuseum2
B1310,unidentified,9,BellyButtonsMuseum2
B1310,Veillonellaceae,3,BellyButtonsMuseum2
B1374,Actinobacteridae,1,BellyButtonsMuseum2
B1374,Actinobacteridae,1,BellyButtonsMuseum2
B1374,Actinobacteridae,2,BellyButtonsMuseum2
B1374,Actinomyces,4,BellyButtonsMuseum2
B1374,Anaerococcus,1,BellyButtonsMuseum2
B1374,Anaerococcus,1,BellyButtonsMuseum2
B1374,Anaerococcus,1,BellyButtonsMuseum2
B1374,Anaerococcus,1,BellyButtonsMuseum2
B1374,Anaerococcus,4,BellyButtonsMuseum2
B1374,Anaerococcus,57,BellyButtonsMuseum2
B1374,Anaerococcus,8,BellyButtonsMuseum2
B1374,Aquabacterium,1,BellyButtonsMuseum2
B1374,Bacillales,1,BellyButtonsMuseum2
B1374,Bacillales,1,BellyButtonsMuseum2
B1374,Bacilli,1,BellyButtonsMuseum2
B1374,Bacilli,1,BellyButtonsMuseum2
B1374,Bacilli,2,BellyButtonsMuseum2
B1374,Burkholderiales,1,BellyButtonsMuseum2
B1374,Chloroplast,1,BellyButtonsMuseum2
B1374,Clostridiales,1,BellyButtonsMuseum2
B1374,Clostridiales,1,BellyButtonsMuseum2
B1374,Clostridiales,1,BellyButtonsMuseum2
B1374,Corynebacterineae,1,BellyButtonsMuseum2
B1374,Corynebacterineae,1,BellyButtonsMuseum2
B1374,Corynebacterineae,1,BellyButtonsMuseum2
B1374,Corynebacterineae,1,BellyButtonsMuseum2
B1374,Corynebacterineae,85,BellyButtonsMuseum2
B1374,Corynebacterium,1,BellyButtonsMuseum2
B1374,Corynebacterium,36,BellyButtonsMuseum2
B1374,Corynebacterium,5,BellyButtonsMuseum2
B1374,Dermabacter,3,BellyButtonsMuseum2
B1374,Finegoldia,23,BellyButtonsMuseum2
B1374,Paenibacillaceae,11,BellyButtonsMuseum2
B1374,Peptococcus,2,BellyButtonsMuseum2
B1374,Peptoniphilus,1,BellyButtonsMuseum2
B1374,Peptoniphilus,16,BellyButtonsMuseum2
B1374,Peptoniphilus,5,BellyButtonsMuseum2
B1374,Peptoniphilus,7,BellyButtonsMuseum2
B1374,Pseudomonas,1,BellyButtonsMuseum2
B1374,Ralstonia,2,BellyButtonsMuseum2
B1374,Sphingomonas,1,BellyButtonsMuseum2
B1374,Staphylococcus,1,BellyButtonsMuseum2
B1374,Staphylococcus,1,BellyButtonsMuseum2
B1374,Staphylococcus,96,BellyButtonsMuseum2
B1374,unidentified,1,BellyButtonsMuseum2
B1374,unidentified,1,BellyButtonsMuseum2
B1374,Varibaculum,3,BellyButtonsMuseum2
B1374,Zoogloea,1,BellyButtonsMuseum2
B940,Actinobacteridae,4,BellyButtonsScienceOnline
B940,Actinomyces,1,BellyButtonsScienceOnline
B940,Actinomycetaceae,1,BellyButtonsScienceOnline
B940,Actinomycetales,1,BellyButtonsScienceOnline
B940,Actinomycetales,1,BellyButtonsScienceOnline
B940,Anaerococcus,1,BellyButtonsScienceOnline
B940,Anaerococcus,1,BellyButtonsScienceOnline
B940,Anaerococcus,1,BellyButtonsScienceOnline
B940,Anaerococcus,1,BellyButtonsScienceOnline
B940,Anaerococcus,1,BellyButtonsScienceOnline
B940,Anaerococcus,1,BellyButtonsScienceOnline
B940,Anaerococcus,1,BellyButtonsScienceOnline
B940,Anaerococcus,2,BellyButtonsScienceOnline
B940,Anaerococcus,4,BellyButtonsScienceOnline
B940,Anaerococcus,6,BellyButtonsScienceOnline
B940,Bacteroidetes,47,BellyButtonsScienceOnline
B940,Campylobacter,1,BellyButtonsScienceOnline
B940,Campylobacter,1,BellyButtonsScienceOnline
B940,Campylobacter,1,BellyButtonsScienceOnline
B940,Campylobacter,16,BellyButtonsScienceOnline
B940,Clostridia,6,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,1,BellyButtonsScienceOnline
B940,Clostridiales,2,BellyButtonsScienceOnline
B940,Clostridiales,20,BellyButtonsScienceOnline
B940,Clostridiales,3,BellyButtonsScienceOnline
B940,Clostridiales,5,BellyButtonsScienceOnline
B940,Clostridiales,5,BellyButtonsScienceOnline
B940,Clostridiales,5,BellyButtonsScienceOnline
B940,Clostridiales,5,BellyButtonsScienceOnline
B940,Clostridiales,5,BellyButtonsScienceOnline
B940,Clostridiales,5,BellyButtonsScienceOnline
B940,Clostridiales,8,BellyButtonsScienceOnline
B940,Clostridiales,9,BellyButtonsScienceOnline
B940,Corynebacterineae,1,BellyButtonsScienceOnline
B940,Corynebacterium,2,BellyButtonsScienceOnline
B940,Fastidiosipila,1,BellyButtonsScienceOnline
B940,Finegoldia,2,BellyButtonsScienceOnline
B940,Firmicutes,1,BellyButtonsScienceOnline
B940,Firmicutes,1,BellyButtonsScienceOnline
B940,Firmicutes,2,BellyButtonsScienceOnline
B940,Gallicola,1,BellyButtonsScienceOnline
B940,Gallicola,3,BellyButtonsScienceOnline
B940,Mobiluncus,1,BellyButtonsScienceOnline
B940,Peptococcus,1,BellyButtonsScienceOnline
B940,Peptococcus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,1,BellyButtonsScienceOnline
B940,Peptoniphilus,38,BellyButtonsScienceOnline
B940,Porphyromonadaceae,2,BellyButtonsScienceOnline
B940,Porphyromonas,1,BellyButtonsScienceOnline
B940,Porphyromonas,17,BellyButtonsScienceOnline
B940,Porphyromonas,2,BellyButtonsScienceOnline
B940,Prevotellaceae,1,BellyButtonsScienceOnline
B940,Staphylococcus,4,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,1,BellyButtonsScienceOnline
B940,unidentified,13,BellyButtonsScienceOnline
B940,unidentified,16,BellyButtonsScienceOnline
B940,unidentified,17,BellyButtonsScienceOnline
B940,unidentified,2,BellyButtonsScienceOnline
B940,unidentified,3,BellyButtonsScienceOnline
B940,unidentified,37,BellyButtonsScienceOnline
B940,unidentified,5,BellyButtonsScienceOnline
B940,unidentified,7,BellyButtonsScienceOnline
B940,Varibaculum,1,BellyButtonsScienceOnline
B940,Varibaculum,12,BellyButtonsScienceOnline
B940,Veillonellaceae,3,BellyButtonsScienceOnline
B941,Actinobacteridae,1,BellyButtonsScienceOnline
B941,Actinobacteridae,1,BellyButtonsScienceOnline
B941,Aerococcaceae,2,BellyButtonsScienceOnline
B941,Anaerococcus,1,BellyButtonsScienceOnline
B941,Anaerococcus,15,BellyButtonsScienceOnline
B941,Anaerococcus,2,BellyButtonsScienceOnline
B941,Anaerococcus,3,BellyButtonsScienceOnline
B941,Anaerococcus,36,BellyButtonsScienceOnline
B941,Anaerococcus,5,BellyButtonsScienceOnline
B941,Anaerococcus,60,BellyButtonsScienceOnline
B941,Bacteroidetes,1,BellyButtonsScienceOnline
B941,Bacteroidetes,1,BellyButtonsScienceOnline
B941,Bacteroidetes,1,BellyButtonsScienceOnline
B941,Bacteroidetes,9,BellyButtonsScienceOnline
B941,Betaproteobacteria,1,BellyButtonsScienceOnline
B941,Burkholderiales,1,BellyButtonsScienceOnline
B941,Campylobacter,1,BellyButtonsScienceOnline
B941,Campylobacter,1,BellyButtonsScienceOnline
B941,Campylobacter,39,BellyButtonsScienceOnline
B941,Clostridiales,1,BellyButtonsScienceOnline
B941,Clostridiales,1,BellyButtonsScienceOnline
B941,Clostridiales,2,BellyButtonsScienceOnline
B941,Corynebacterineae,1,BellyButtonsScienceOnline
B941,Corynebacterineae,7,BellyButtonsScienceOnline
B941,Corynebacterium,2,BellyButtonsScienceOnline
B941,Corynebacterium,64,BellyButtonsScienceOnline
B941,Dermabacter,4,BellyButtonsScienceOnline
B941,Finegoldia,1,BellyButtonsScienceOnline
B941,Finegoldia,1,BellyButtonsScienceOnline
B941,Finegoldia,71,BellyButtonsScienceOnline
B941,Fusobacterium,1,BellyButtonsScienceOnline
B941,Lactobacillales,1,BellyButtonsScienceOnline
B941,Moryella,1,BellyButtonsScienceOnline
B941,Peptoniphilus,1,BellyButtonsScienceOnline
B941,Peptoniphilus,10,BellyButtonsScienceOnline
B941,Porphyromonadaceae,1,BellyButtonsScienceOnline
B941,Prevotella,14,BellyButtonsScienceOnline
B941,Prevotellaceae,2,BellyButtonsScienceOnline
B941,Staphylococcus,15,BellyButtonsScienceOnline
B941,Streptococcus,1,BellyButtonsScienceOnline
B941,unidentified,1,BellyButtonsScienceOnline
B941,unidentified,1,BellyButtonsScienceOnline
B941,unidentified,1,BellyButtonsScienceOnline
B941,unidentified,1,BellyButtonsScienceOnline
B941,unidentified,2,BellyButtonsScienceOnline
B941,unidentified,3,BellyButtonsScienceOnline
B941,Varibaculum,3,BellyButtonsScienceOnline
B941,Veillonellaceae,5,BellyButtonsScienceOnline
B944,Acinetobacter,4,BellyButtonsScienceOnline
B944,Actinobacillus,1,BellyButtonsScienceOnline
B944,Actinobacteridae,1,BellyButtonsScienceOnline
B944,Actinobacteridae,1,BellyButtonsScienceOnline
B944,Actinobacteridae,1,BellyButtonsScienceOnline
B944,Actinobacteridae,1,BellyButtonsScienceOnline
B944,Aerococcaceae,1,BellyButtonsScienceOnline
B944,Anaerococcus,3,BellyButtonsScienceOnline
B944,Anaerococcus,3,BellyButtonsScienceOnline
B944,Bradyrhizobiaceae,1,BellyButtonsScienceOnline
B944,Brevundimonas,3,BellyButtonsScienceOnline
B944,Burkholderiales,3,BellyButtonsScienceOnline
B944,Burkholderiales,7,BellyButtonsScienceOnline
B944,Campylobacter,2,BellyButtonsScienceOnline
B944,Clostridiales,1,BellyButtonsScienceOnline
B944,Corynebacterineae,1,BellyButtonsScienceOnline
B944,Corynebacterineae,2,BellyButtonsScienceOnline
B944,Corynebacterineae,2,BellyButtonsScienceOnline
B944,Corynebacterineae,238,BellyButtonsScienceOnline
B944,Corynebacterium,1,BellyButtonsScienceOnline
B944,Corynebacterium,1,BellyButtonsScienceOnline
B944,Corynebacterium,1,BellyButtonsScienceOnline
B944,Corynebacterium,1,BellyButtonsScienceOnline
B944,Corynebacterium,15,BellyButtonsScienceOnline
B944,Corynebacterium,4,BellyButtonsScienceOnline
B944,Corynebacterium,7,BellyButtonsScienceOnline
B944,Dermacoccus,2,BellyButtonsScienceOnline
B944,Enhydrobacter,29,BellyButtonsScienceOnline
B944,Faecalibacterium,1,BellyButtonsScienceOnline
B944,Faecalibacterium,1,BellyButtonsScienceOnline
B944,Finegoldia,2,BellyButtonsScienceOnline
B944,Firmicutes,1,BellyButtonsScienceOnline
B944,Gemella,3,BellyButtonsScienceOnline
B944,Georgenia,1,BellyButtonsScienceOnline
B944,Kocuria,15,BellyButtonsScienceOnline
B944,Lachnospiraceae,1,BellyButtonsScienceOnline
B944,Marinomonas,4,BellyButtonsScienceOnline
B944,Micrococcaceae,1,BellyButtonsScienceOnline
B944,Nocardioidaceae,2,BellyButtonsScienceOnline
B944,Pantoea,1,BellyButtonsScienceOnline
B944,Pasteurellaceae,1,BellyButtonsScienceOnline
B944,Pasteurellaceae,1,BellyButtonsScienceOnline
B944,Pasteurellaceae,6,BellyButtonsScienceOnline
B944,Ruminococcaceae,1,BellyButtonsScienceOnline
B944,Ruminococcaceae,2,BellyButtonsScienceOnline
B944,Sphingomonas,1,BellyButtonsScienceOnline
B944,Staphylococcus,8,BellyButtonsScienceOnline
B944,Streptococcus,2,BellyButtonsScienceOnline
B944,Streptococcus,3,BellyButtonsScienceOnline
B944,unidentified,1,BellyButtonsScienceOnline
B944,unidentified,1,BellyButtonsScienceOnline
B944,unidentified,3,BellyButtonsScienceOnline
B945,Acinetobacter,1,BellyButtonsScienceOnline
B945,Actinobacteridae,2,BellyButtonsScienceOnline
B945,Actinobacteridae,3,BellyButtonsScienceOnline
B945,Actinobacteridae,3,BellyButtonsScienceOnline
B945,Actinomycetales,1,BellyButtonsScienceOnline
B945,Anaerococcus,1,BellyButtonsScienceOnline
B945,Anaerococcus,1,BellyButtonsScienceOnline
B945,Anaerococcus,1,BellyButtonsScienceOnline
B945,Anaerococcus,1,BellyButtonsScienceOnline
B945,Anaerococcus,1,BellyButtonsScienceOnline
B945,Anaerococcus,1,BellyButtonsScienceOnline
B945,Anaerococcus,10,BellyButtonsScienceOnline
B945,Anaerococcus,2,BellyButtonsScienceOnline
B945,Anaerococcus,2,BellyButtonsScienceOnline
B945,Anaerococcus,3,BellyButtonsScienceOnline
B945,Anaerococcus,30,BellyButtonsScienceOnline
B945,Anaerococcus,4,BellyButtonsScienceOnline
B945,Bacillales,1,BellyButtonsScienceOnline
B945,Bacillales,1,BellyButtonsScienceOnline
B945,Bacteroidetes,1,BellyButtonsScienceOnline
B945,Bacteroidetes,12,BellyButtonsScienceOnline
B945,Betaproteobacteria,1,BellyButtonsScienceOnline
B945,Brevundimonas,5,BellyButtonsScienceOnline
B945,Campylobacter,1,BellyButtonsScienceOnline
B945,Campylobacter,2,BellyButtonsScienceOnline
B945,Clostridiales,1,BellyButtonsScienceOnline
B945,Clostridiales,1,BellyButtonsScienceOnline
B945,Clostridiales,1,BellyButtonsScienceOnline
B945,Clostridiales,1,BellyButtonsScienceOnline
B945,Clostridiales,5,BellyButtonsScienceOnline
B945,Coriobacteriaceae,1,BellyButtonsScienceOnline
B945,Corynebacterineae,1,BellyButtonsScienceOnline
B945,Corynebacterineae,1,BellyButtonsScienceOnline
B945,Corynebacterineae,1,BellyButtonsScienceOnline
B945,Corynebacterineae,2,BellyButtonsScienceOnline
B945,Corynebacterineae,3,BellyButtonsScienceOnline
B945,Corynebacterineae,4,BellyButtonsScienceOnline
B945,Corynebacterineae,43,BellyButtonsScienceOnline
B945,Corynebacterium,12,BellyButtonsScienceOnline
B945,Corynebacterium,2,BellyButtonsScienceOnline
B945,Corynebacterium,87,BellyButtonsScienceOnline
B945,Dialister,1,BellyButtonsScienceOnline
B945,Enhydrobacter,1,BellyButtonsScienceOnline
B945,Finegoldia,1,BellyButtonsScienceOnline
B945,Finegoldia,7,BellyButtonsScienceOnline
B945,Janthinobacterium,2,BellyButtonsScienceOnline
B945,Oxalobacteraceae,1,BellyButtonsScienceOnline
B945,Peptoniphilus,1,BellyButtonsScienceOnline
B945,Peptoniphilus,1,BellyButtonsScienceOnline
B945,Peptoniphilus,1,BellyButtonsScienceOnline
B945,Peptoniphilus,17,BellyButtonsScienceOnline
B945,Peptoniphilus,5,BellyButtonsScienceOnline
B945,Porphyromonas,1,BellyButtonsScienceOnline
B945,Porphyromonas,6,BellyButtonsScienceOnline
B945,Prevotella,7,BellyButtonsScienceOnline
B945,Prevotellaceae,3,BellyButtonsScienceOnline
B945,Pseudoxanthomonas,1,BellyButtonsScienceOnline
B945,Sphingopyxis,1,BellyButtonsScienceOnline
B945,Staphylococcus,60,BellyButtonsScienceOnline
B945,Streptococcus,1,BellyButtonsScienceOnline
B945,Thermoactinomyces,1,BellyButtonsScienceOnline
B945,unidentified,1,BellyButtonsScienceOnline
B945,unidentified,1,BellyButtonsScienceOnline
B945,unidentified,4,BellyButtonsScienceOnline
B945,unidentified,5,BellyButtonsScienceOnline
B945,unidentified,6,BellyButtonsScienceOnline
B945,Veillonellaceae,7,BellyButtonsScienceOnline
B946,Actinobacteridae,20,BellyButtonsScienceOnline
