sample,best available identification,reads/400,label
B946,Actinobacteridae,6,BellyButtonsScienceOnline
B946,Actinomyces,1,BellyButtonsScienceOnline
B946,Actinomycetales,1,BellyButtonsScienceOnline
B946,Anaerococcus,1,BellyButtonsScienceOnline
B946,Anaerococcus,1,BellyButtonsScienceOnline
B946,Anaerococcus,1,BellyButtonsScienceOnline
B946,Anaerococcus,1,BellyButtonsScienceOnline
B946,Anaerococcus,1,BellyButtonsScienceOnline
B946,Anaerococcus,1,BellyButtonsScienceOnline
B946,Anaerococcus,1,BellyButtonsScienceOnline
B946,Anaerococcus,2,BellyButtonsScienceOnline
B946,Anaerococcus,2,BellyButtonsScienceOnline
B946,Anaerococcus,2,BellyButtonsScienceOnline
B946,Anaerococcus,4,BellyButtonsScienceOnline
B946,Anaerococcus,6,BellyButtonsScienceOnline
B946,Anaerococcus,7,BellyButtonsScienceOnline
B946,Bacteroidetes,1,BellyButtonsScienceOnline
B946,Bacteroidetes,1,BellyButtonsScienceOnline
B946,Bacteroidetes,1,BellyButtonsScienceOnline
B946,Bacteroidetes,1,BellyButtonsScienceOnline
B946,Bacteroidetes,1,BellyButtonsScienceOnline
B946,Bacteroidetes,2,BellyButtonsScienceOnline
B946,Bacteroidetes,42,BellyButtonsScienceOnline
B946,Campylobacter,3,BellyButtonsScienceOnline
B946,Campylobacter,5,BellyButtonsScienceOnline
B946,Clostridia,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,1,BellyButtonsScienceOnline
B946,Clostridiales,2,BellyButtonsScienceOnline
B946,Clostridiales,3,BellyButtonsScienceOnline
B946,Clostridiales,3,BellyButtonsScienceOnline
B946,Clostridiales,31,BellyButtonsScienceOnline
B946,Corynebacterineae,1,BellyButtonsScienceOnline
B946,Corynebacterineae,1,BellyButtonsScienceOnline
B946,Corynebacterium,1,BellyButtonsScienceOnline
B946,Dialister,2,BellyButtonsScienceOnline
B946,Finegoldia,1,BellyButtonsScienceOnline
B946,Finegoldia,1,BellyButtonsScienceOnline
B946,Finegoldia,1,BellyButtonsScienceOnline
B946,Finegoldia,18,BellyButtonsScienceOnline
B946,Firmicutes,1,BellyButtonsScienceOnline
B946,Gallicola,1,BellyButtonsScienceOnline
B946,Mobiluncus,3,BellyButtonsScienceOnline
B946,Peptococcus,7,BellyButtonsScienceOnline
B946,Peptoniphilus,1,BellyButtonsScienceOnline
B946,Peptoniphilus,1,BellyButtonsScienceOnline
B946,Peptoniphilus,1,BellyButtonsScienceOnline
B946,Peptoniphilus,1,BellyButtonsScienceOnline
B946,Peptoniphilus,1,BellyButtonsScienceOnline
B946,Peptoniphilus,14,BellyButtonsScienceOnline
B946,Peptoniphilus,42,BellyButtonsScienceOnline
B946,Peptoniphilus,8,BellyButtonsScienceOnline
B946,Porphyromonadaceae,1,BellyButtonsScienceOnline
B946,Porphyromonas,1,BellyButtonsScienceOnline
B946,Porphyromonas,1,BellyButtonsScienceOnline
B946,Porphyromonas,1,BellyButtonsScienceOnline
B946,Porphyromonas,12,BellyButtonsScienceOnline
B946,Porphyromonas,5,BellyButtonsScienceOnline
B946,Prevotella,15,BellyButtonsScienceOnline
B946,Prevotellaceae,1,BellyButtonsScienceOnline
B946,Prevotellaceae,13,BellyButtonsScienceOnline
B946,Staphylococcus,1,BellyButtonsScienceOnline
B946,Turicella,1,BellyButtonsScienceOnline
B946,unidentified,1,BellyButtonsScienceOnline
B946,unidentified,1,BellyButtonsScienceOnline
B946,unidentified,1,BellyButtonsScienceOnline
B946,unidentified,1,BellyButtonsScienceOnline
B946,unidentified,1,BellyButtonsScienceOnline
B946,unidentified,1,BellyButtonsScienceOnline
B946,unidentified,1,BellyButtonsScienceOnline
B946,unidentified,19,BellyButtonsScienceOnline
B946,unidentified,25,BellyButtonsScienceOnline
B946,unidentified,3,BellyButtonsScienceOnline
B946,unidentified,4,BellyButtonsScienceOnline
B946,Veillonellaceae,17,BellyButtonsScienceOnline
B947,Actinobacteridae,1,BellyButtonsScienceOnline
B947,Actinobacteridae,2,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,1,BellyButtonsScienceOnline
B947,Anaerococcus,10,BellyButtonsScienceOnline
B947,Anaerococcus,101,BellyButtonsScienceOnline
B947,Anaerococcus,2,BellyButtonsScienceOnline
B947,Anaerococcus,2,BellyButtonsScienceOnline
B947,Anaerococcus,28,BellyButtonsScienceOnline
B947,Bacilli,1,BellyButtonsScienceOnline
B947,Bacteroidetes,1,BellyButtonsScienceOnline
B947,Bacteroidetes,5,BellyButtonsScienceOnline
B947,Campylobacter,10,BellyButtonsScienceOnline
B947,Campylobacter,2,BellyButtonsScienceOnline
B947,Chloroplast,1,BellyButtonsScienceOnline
B947,Clostridiales,1,BellyButtonsScienceOnline
B947,Clostridiales,1,BellyButtonsScienceOnline
B947,Clostridiales,1,BellyButtonsScienceOnline
B947,Clostridiales,1,BellyButtonsScienceOnline
B947,Clostridiales,3,BellyButtonsScienceOnline
B947,Corynebacterineae,1,BellyButtonsScienceOnline
B947,Corynebacterineae,1,BellyButtonsScienceOnline
B947,Corynebacterineae,10,BellyButtonsScienceOnline
B947,Corynebacterineae,4,BellyButtonsScienceOnline
B947,Corynebacterium,36,BellyButtonsScienceOnline
B947,Finegoldia,1,BellyButtonsScienceOnline
B947,Finegoldia,1,BellyButtonsScienceOnline
B947,Finegoldia,50,BellyButtonsScienceOnline
B947,Fusobacterium,1,BellyButtonsScienceOnline
B947,Peptococcus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,1,BellyButtonsScienceOnline
B947,Peptoniphilus,2,BellyButtonsScienceOnline
B947,Peptoniphilus,56,BellyButtonsScienceOnline
B947,Porphyromonas,1,BellyButtonsScienceOnline
B947,Porphyromonas,3,BellyButtonsScienceOnline
B947,Prevotella,2,BellyButtonsScienceOnline
B947,Staphylococcus,19,BellyButtonsScienceOnline
B947,unidentified,2,BellyButtonsScienceOnline
B947,unidentified,3,BellyButtonsScienceOnline
B947,unidentified,4,BellyButtonsScienceOnline
B947,Veillonellaceae,5,BellyButtonsScienceOnline
B948,Actinobacteridae,1,BellyButtonsScienceOnline
B948,Actinobacteridae,1,BellyButtonsScienceOnline
B948,Actinobacteridae,1,BellyButtonsScienceOnline
B948,Actinobacteridae,1,BellyButtonsScienceOnline
B948,Actinobacteridae,3,BellyButtonsScienceOnline
B948,Actinomycetaceae,4,BellyButtonsScienceOnline
B948,Actinomycetales,1,BellyButtonsScienceOnline
B948,Actinomycetales,1,BellyButtonsScienceOnline
B948,Actinomycetales,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,1,BellyButtonsScienceOnline
B948,Anaerococcus,19,BellyButtonsScienceOnline
B948,Anaerococcus,2,BellyButtonsScienceOnline
B948,Anaerococcus,4,BellyButtonsScienceOnline
B948,Anaerococcus,4,BellyButtonsScienceOnline
B948,Anaeroglobus,1,BellyButtonsScienceOnline
B948,Bacteroidetes,6,BellyButtonsScienceOnline
B948,Brevibacterium,9,BellyButtonsScienceOnline
B948,Campylobacter,1,BellyButtonsScienceOnline
B948,Campylobacter,3,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,1,BellyButtonsScienceOnline
B948,Clostridiales,4,BellyButtonsScienceOnline
B948,Clostridiales,7,BellyButtonsScienceOnline
B948,Clostridiales,8,BellyButtonsScienceOnline
B948,Corynebacterineae,1,BellyButtonsScienceOnline
B948,Corynebacterineae,1,BellyButtonsScienceOnline
B948,Corynebacterineae,1,BellyButtonsScienceOnline
B948,Corynebacterineae,1,BellyButtonsScienceOnline
B948,Corynebacterineae,72,BellyButtonsScienceOnline
B948,Corynebacterineae,81,BellyButtonsScienceOnline
B948,Corynebacterium,1,BellyButtonsScienceOnline
B948,Corynebacterium,17,BellyButtonsScienceOnline
B948,Corynebacterium,4,BellyButtonsScienceOnline
B948,Corynebacterium,4,BellyButtonsScienceOnline
B948,Dermabacter,1,BellyButtonsScienceOnline
B948,Dialister,6,BellyButtonsScienceOnline
B948,Enhydrobacter,1,BellyButtonsScienceOnline
B948,Finegoldia,1,BellyButtonsScienceOnline
B948,Finegoldia,1,BellyButtonsScienceOnline
B948,Finegoldia,21,BellyButtonsScienceOnline
B948,Firmicutes,2,BellyButtonsScienceOnline
B948,Fusobacterium,10,BellyButtonsScienceOnline
B948,Microbacteriaceae,2,BellyButtonsScienceOnline
B948,Mobiluncus,1,BellyButtonsScienceOnline
B948,Parvimonas,3,BellyButtonsScienceOnline
B948,Peptococcus,4,BellyButtonsScienceOnline
B948,Peptoniphilus,1,BellyButtonsScienceOnline
B948,Peptoniphilus,1,BellyButtonsScienceOnline
B948,Peptoniphilus,9,BellyButtonsScienceOnline
B948,Peptoniphilus,9,BellyButtonsScienceOnline
B948,Porphyromonas,1,BellyButtonsScienceOnline
B948,Porphyromonas,6,BellyButtonsScienceOnline
B948,Prevotella,2,BellyButtonsScienceOnline
B948,Staphylococcus,1,BellyButtonsScienceOnline
B948,unidentified,1,BellyButtonsScienceOnline
B948,unidentified,1,BellyButtonsScienceOnline
B948,unidentified,1,BellyButtonsScienceOnline
B948,unidentified,1,BellyButtonsScienceOnline
B948,unidentified,1,BellyButtonsScienceOnline
B948,unidentified,1,BellyButtonsScienceOnline
B948,unidentified,1,BellyButtonsScienceOnline
B948,unidentified,14,BellyButtonsScienceOnline
B948,unidentified,2,BellyButtonsScienceOnline
B948,unidentified,5,BellyButtonsScienceOnline
B948,unidentified,6,BellyButtonsScienceOnline
B950,Acinetobacter,1,BellyButtonsScienceOnline
B950,Acinetobacter,4,BellyButtonsScienceOnline
B950,Actinobacillus,1,BellyButtonsScienceOnline
B950,Actinobacteridae,3,BellyButtonsScienceOnline
B950,Actinomycetales,1,BellyButtonsScienceOnline
B950,Actinomycetales,1,BellyButtonsScienceOnline
B950,Actinomycetales,1,BellyButtonsScienceOnline
B950,Actinomycetales,1,BellyButtonsScienceOnline
B950,Anaerococcus,2,BellyButtonsScienceOnline
B950,Aquabacterium,4,BellyButtonsScienceOnline
B950,Bacillaceae,1,BellyButtonsScienceOnline
B950,Bacillales,1,BellyButtonsScienceOnline
B950,Bacilli,1,BellyButtonsScienceOnline
B950,Bacilli,1,BellyButtonsScienceOnline
B950,Bacilli,5,BellyButtonsScienceOnline
B950,Bacteroidales,1,BellyButtonsScienceOnline
B950,Bacteroidetes,2,BellyButtonsScienceOnline
B950,Bosea,1,BellyButtonsScienceOnline
B950,Bradyrhizobiaceae,3,BellyButtonsScienceOnline
B950,Burkholderiales,1,BellyButtonsScienceOnline
B950,Burkholderiales,1,BellyButtonsScienceOnline
B950,Burkholderiales,1,BellyButtonsScienceOnline
B950,Burkholderiales,2,BellyButtonsScienceOnline
B950,Caulobacter,2,BellyButtonsScienceOnline
B950,Chloroplast,2,BellyButtonsScienceOnline
B950,Comamonadaceae,1,BellyButtonsScienceOnline
B950,Corynebacterineae,1,BellyButtonsScienceOnline
B950,Corynebacterineae,2,BellyButtonsScienceOnline
B950,Corynebacterineae,58,BellyButtonsScienceOnline
B950,Corynebacterium,9,BellyButtonsScienceOnline
B950,Firmicutes,1,BellyButtonsScienceOnline
B950,Firmicutes,1,BellyButtonsScienceOnline
B950,Firmicutes,1,BellyButtonsScienceOnline
B950,Firmicutes,1,BellyButtonsScienceOnline
B950,Fusobacterium,3,BellyButtonsScienceOnline
B950,Gemella,1,BellyButtonsScienceOnline
B950,Intrasporangiaceae,1,BellyButtonsScienceOnline
B950,Leptotrichia,1,BellyButtonsScienceOnline
B950,Leptotrichia,2,BellyButtonsScienceOnline
B950,Neisseria,2,BellyButtonsScienceOnline
B950,Neisseriaceae,1,BellyButtonsScienceOnline
B950,Pasteurellaceae,2,BellyButtonsScienceOnline
B950,Pasteurellaceae,2,BellyButtonsScienceOnline
B950,Peptoniphilus,3,BellyButtonsScienceOnline
B950,Prevotella,1,BellyButtonsScienceOnline
B950,Propionibacterium,1,BellyButtonsScienceOnline
B950,Pseudomonas,1,BellyButtonsScienceOnline
B950,Pseudomonas,3,BellyButtonsScienceOnline
B950,Rhodocyclaceae,3,BellyButtonsScienceOnline
B950,Sphingomonas,1,BellyButtonsScienceOnline
B950,Staphylococcaceae,1,BellyButtonsScienceOnline
B950,Staphylococcus,1,BellyButtonsScienceOnline
B950,Staphylococcus,1,BellyButtonsScienceOnline
B950,Staphylococcus,1,BellyButtonsScienceOnline
B950,Staphylococcus,1,BellyButtonsScienceOnline
B950,Staphylococcus,1,BellyButtonsScienceOnline
B950,Staphylococcus,235,BellyButtonsScienceOnline
B950,Streptococcus,1,BellyButtonsScienceOnline
B950,Streptococcus,3,BellyButtonsScienceOnline
B950,Streptococcus,3,BellyButtonsScienceOnline
B950,unidentified,1,BellyButtonsScienceOnline
B950,Xanthomonadaceae,2,BellyButtonsScienceOnline
B950,Zoogloea,2,BellyButtonsScienceOnline
B952,Actinobacteridae,1,BellyButtonsScienceOnline
B952,Actinobacteridae,1,BellyButtonsScienceOnline
B952,Actinobacteridae,5,BellyButtonsScienceOnline
B952,Actinobacteridae,6,BellyButtonsScienceOnline
B952,Actinobacteridae,7,BellyButtonsScienceOnline
B952,Actinomycetales,4,BellyButtonsScienceOnline
B952,Aerococcaceae,4,BellyButtonsScienceOnline
B952,Anaerococcus,1,BellyButtonsScienceOnline
B952,Anaerococcus,1,BellyButtonsScienceOnline
B952,Anaerococcus,13,BellyButtonsScienceOnline
B952,Anaerococcus,13,BellyButtonsScienceOnline
B952,Anaerococcus,2,BellyButtonsScienceOnline
B952,Anaerococcus,29,BellyButtonsScienceOnline
B952,Anaerococcus,3,BellyButtonsScienceOnline
B952,Bacteroidetes,1,BellyButtonsScienceOnline
B952,Brevibacterium,19,BellyButtonsScienceOnline
B952,Burkholderiales,2,BellyButtonsScienceOnline
B952,Clostridiales,1,BellyButtonsScienceOnline
B952,Clostridiales,1,BellyButtonsScienceOnline
B952,Clostridiales,1,BellyButtonsScienceOnline
B952,Clostridiales,1,BellyButtonsScienceOnline
B952,Clostridiales,2,BellyButtonsScienceOnline
B952,Clostridiales,2,BellyButtonsScienceOnline
B952,Clostridiales,2,BellyButtonsScienceOnline
B952,Clostridiales,3,BellyButtonsScienceOnline
B952,Clostridiales,6,BellyButtonsScienceOnline
B952,Corynebacterineae,1,BellyButtonsScienceOnline
B952,Corynebacterineae,1,BellyButtonsScienceOnline
B952,Corynebacterineae,2,BellyButtonsScienceOnline
B952,Corynebacterineae,2,BellyButtonsScienceOnline
B952,Corynebacterineae,23,BellyButtonsScienceOnline
B952,Corynebacterineae,7,BellyButtonsScienceOnline
B952,Corynebacterineae,93,BellyButtonsScienceOnline
B952,Corynebacterium,18,BellyButtonsScienceOnline
B952,Corynebacterium,4,BellyButtonsScienceOnline
B952,Corynebacterium,43,BellyButtonsScienceOnline
B952,Dermabacter,2,BellyButtonsScienceOnline
B952,Enhydrobacter,1,BellyButtonsScienceOnline
B952,Finegoldia,1,BellyButtonsScienceOnline
B952,Finegoldia,1,BellyButtonsScienceOnline
B952,Finegoldia,1,BellyButtonsScienceOnline
B952,Finegoldia,17,BellyButtonsScienceOnline
B952,Microbacteriaceae,1,BellyButtonsScienceOnline
B952,Microbacteriaceae,1,BellyButtonsScienceOnline
B952,Microbacteriaceae,1,BellyButtonsScienceOnline
B952,Microbacteriaceae,18,BellyButtonsScienceOnline
B952,Nocardioides,1,BellyButtonsScienceOnline
B952,Peptoniphilus,1,BellyButtonsScienceOnline
B952,Peptoniphilus,1,BellyButtonsScienceOnline
B952,Prevotella,1,BellyButtonsScienceOnline
B952,Staphylococcus,1,BellyButtonsScienceOnline
B952,Streptococcus,1,BellyButtonsScienceOnline
B952,unidentified,1,BellyButtonsScienceOnline
B952,unidentified,1,BellyButtonsScienceOnline
B952,unidentified,1,BellyButtonsScienceOnline
B952,unidentified,4,BellyButtonsScienceOnline
B952,Zimmermannella,18,BellyButtonsScienceOnline
B953,Actinobacteridae,1,BellyButtonsScienceOnline
B953,Actinobacteridae,1,BellyButtonsScienceOnline
B953,Actinobacteridae,1,BellyButtonsScienceOnline
B953,Actinobacteridae,3,BellyButtonsScienceOnline
B953,Actinobacteridae,3,BellyButtonsScienceOnline
B953,Anaerococcus,1,BellyButtonsScienceOnline
B953,Anaerococcus,1,BellyButtonsScienceOnline
B953,Anaerococcus,3,BellyButtonsScienceOnline
B953,Anaerococcus,5,BellyButtonsScienceOnline
B953,Bacillales,1,BellyButtonsScienceOnline
B953,Bacillales,3,BellyButtonsScienceOnline
B953,Bacilli,2,BellyButtonsScienceOnline
B953,Corynebacterineae,1,BellyButtonsScienceOnline
B953,Corynebacterineae,1,BellyButtonsScienceOnline
B953,Corynebacterineae,1,BellyButtonsScienceOnline
B953,Corynebacterineae,1,BellyButtonsScienceOnline
B953,Corynebacterineae,167,BellyButtonsScienceOnline
B953,Corynebacterineae,2,BellyButtonsScienceOnline
B953,Corynebacterineae,2,BellyButtonsScienceOnline
B953,Corynebacterium,1,BellyButtonsScienceOnline
B953,Corynebacterium,1,BellyButtonsScienceOnline
B953,Corynebacterium,1,BellyButtonsScienceOnline
B953,Corynebacterium,13,BellyButtonsScienceOnline
B953,Corynebacterium,33,BellyButtonsScienceOnline
B953,Dermabacter,1,BellyButtonsScienceOnline
B953,Dermabacter,10,BellyButtonsScienceOnline
B953,Finegoldia,1,BellyButtonsScienceOnline
B953,Oxalobacteraceae,1,BellyButtonsScienceOnline
B953,Staphylococcaceae,1,BellyButtonsScienceOnline
B953,Staphylococcaceae,3,BellyButtonsScienceOnline
B953,Staphylococcus,1,BellyButtonsScienceOnline
B953,Staphylococcus,133,BellyButtonsScienceOnline
B954,Actinobacteridae,1,BellyButtonsScienceOnline
B954,Actinobacteridae,2,BellyButtonsScienceOnline
B954,Actinomycetales,3,BellyButtonsScienceOnline
B954,Bacillales,1,BellyButtonsScienceOnline
B954,Bacilli,1,BellyButtonsScienceOnline
B954,Bacilli,1,BellyButtonsScienceOnline
B954,Bacilli,4,BellyButtonsScienceOnline
B954,Brevundimonas,1,BellyButtonsScienceOnline
B954,Brevundimonas,1,BellyButtonsScienceOnline
B954,Brevundimonas,6,BellyButtonsScienceOnline
B954,Burkholderiales,1,BellyButtonsScienceOnline
B954,Corynebacterineae,1,BellyButtonsScienceOnline
B954,Corynebacterineae,1,BellyButtonsScienceOnline
B954,Corynebacterineae,1,BellyButtonsScienceOnline
B954,Corynebacterineae,1,BellyButtonsScienceOnline
B954,Corynebacterineae,114,BellyButtonsScienceOnline
B954,Corynebacterineae,2,BellyButtonsScienceOnline
B954,Corynebacterium,1,BellyButtonsScienceOnline
B954,Corynebacterium,1,BellyButtonsScienceOnline
B954,Corynebacterium,1,BellyButtonsScienceOnline
B954,Corynebacterium,1,BellyButtonsScienceOnline
B954,Corynebacterium,136,BellyButtonsScienceOnline
B954,Corynebacterium,4,BellyButtonsScienceOnline
B954,Oxalobacteraceae,1,BellyButtonsScienceOnline
B954,Rhodocyclaceae,1,BellyButtonsScienceOnline
B954,Sphingomonas,1,BellyButtonsScienceOnline
B954,Sphingopyxis,1,BellyButtonsScienceOnline
B954,Staphylococcus,109,BellyButtonsScienceOnline
B954,unidentified,1,BellyButtonsScienceOnline
B955,Acinetobacter,1,BellyButtonsScienceOnline
B955,Acinetobacter,2,BellyButtonsScienceOnline
B955,Actinobacteridae,1,BellyButtonsScienceOnline
B955,Actinobacteridae,1,BellyButtonsScienceOnline
B955,Actinobacteridae,4,BellyButtonsScienceOnline
B955,Actinobacteridae,9,BellyButtonsScienceOnline
B955,Actinomyces,1,BellyButtonsScienceOnline
B955,Actinomycetaceae,1,BellyButtonsScienceOnline
B955,Anaerococcus,1,BellyButtonsScienceOnline
B955,Anaerococcus,1,BellyButtonsScienceOnline
B955,Anaerococcus,1,BellyButtonsScienceOnline
B955,Anaerococcus,1,BellyButtonsScienceOnline
B955,Anaerococcus,1,BellyButtonsScienceOnline
B955,Anaerococcus,1,BellyButtonsScienceOnline
B955,Anaerococcus,11,BellyButtonsScienceOnline
B955,Anaerococcus,13,BellyButtonsScienceOnline
B955,Anaerococcus,54,BellyButtonsScienceOnline
B955,Bacilli,1,BellyButtonsScienceOnline
B955,Bacteroidetes,1,BellyButtonsScienceOnline
B955,Bacteroidetes,1,BellyButtonsScienceOnline
B955,Bacteroidetes,8,BellyButtonsScienceOnline
B955,Brevundimonas,4,BellyButtonsScienceOnline
B955,Burkholderiales,9,BellyButtonsScienceOnline
B955,Campylobacter,2,BellyButtonsScienceOnline
B955,Campylobacter,2,BellyButtonsScienceOnline
B955,Chloroplast,2,BellyButtonsScienceOnline
B955,Clostridiales,1,BellyButtonsScienceOnline
B955,Clostridiales,1,BellyButtonsScienceOnline
B955,Clostridiales,3,BellyButtonsScienceOnline
B955,Corynebacterineae,1,BellyButtonsScienceOnline
B955,Corynebacterineae,1,BellyButtonsScienceOnline
B955,Corynebacterineae,1,BellyButtonsScienceOnline
B955,Corynebacterineae,2,BellyButtonsScienceOnline
B955,Corynebacterineae,2,BellyButtonsScienceOnline
B955,Corynebacterineae,76,BellyButtonsScienceOnline
B955,Corynebacterium,1,BellyButtonsScienceOnline
B955,Corynebacterium,1,BellyButtonsScienceOnline
B955,Corynebacterium,22,BellyButtonsScienceOnline
B955,Corynebacterium,24,BellyButtonsScienceOnline
B955,Dermabacter,3,BellyButtonsScienceOnline
B955,Dialister,2,BellyButtonsScienceOnline
B955,Finegoldia,1,BellyButtonsScienceOnline
B955,Finegoldia,1,BellyButtonsScienceOnline
B955,Finegoldia,1,BellyButtonsScienceOnline
B955,Finegoldia,1,BellyButtonsScienceOnline
B955,Finegoldia,32,BellyButtonsScienceOnline
B955,Oxalobacteraceae,1,BellyButtonsScienceOnline
B955,Peptococcus,4,BellyButtonsScienceOnline
B955,Peptoniphilus,1,BellyButtonsScienceOnline
B955,Peptoniphilus,1,BellyButtonsScienceOnline
B955,Peptoniphilus,1,BellyButtonsScienceOnline
B955,Peptoniphilus,2,BellyButtonsScienceOnline
B955,Peptoniphilus,33,BellyButtonsScienceOnline
B955,Peptoniphilus,4,BellyButtonsScienceOnline
B955,Porphyromonas,1,BellyButtonsScienceOnline
B955,Prevotella,3,BellyButtonsScienceOnline
B955,Prevotellaceae,6,BellyButtonsScienceOnline
B955,Sphingopyxis,1,BellyButtonsScienceOnline
B955,Staphylococcus,14,BellyButtonsScienceOnline
B955,unidentified,1,BellyButtonsScienceOnline
B955,unidentified,1,BellyButtonsScienceOnline
B955,unidentified,2,BellyButtonsScienceOnline
B955,unidentified,4,BellyButtonsScienceOnline
B955,unidentified,6,BellyButtonsScienceOnline
B955,Veillonellaceae,3,BellyButtonsScienceOnline
B956,Acinetobacter,2,BellyButtonsScienceOnline
B956,Actinobacteridae,1,BellyButtonsScienceOnline
B956,Actinobacteridae,3,BellyButtonsScienceOnline
B956,Actinomyces,1,BellyButtonsScienceOnline
B956,Actinomycetaceae,2,BellyButtonsScienceOnline
B956,Anaerococcus,1,BellyButtonsScienceOnline
B956,Anaerococcus,1,BellyButtonsScienceOnline
B956,Anaerococcus,1,BellyButtonsScienceOnline
B956,Anaerococcus,16,BellyButtonsScienceOnline
B956,Anaerococcus,2,BellyButtonsScienceOnline
B956,Anaerococcus,2,BellyButtonsScienceOnline
B956,Anaerococcus,26,BellyButtonsScienceOnline
B956,Anaeroglobus,1,BellyButtonsScienceOnline
B956,Bacilli,1,BellyButtonsScienceOnline
B956,Bacilli,1,BellyButtonsScienceOnline
B956,Bacteroidetes,1,BellyButtonsScienceOnline
B956,Bacteroidetes,20,BellyButtonsScienceOnline
B956,Branhamella,8,BellyButtonsScienceOnline
B956,Campylobacter,1,BellyButtonsScienceOnline
B956,Campylobacter,4,BellyButtonsScienceOnline
B956,Clostridia,5,BellyButtonsScienceOnline
B956,Clostridiales,1,BellyButtonsScienceOnline
B956,Clostridiales,1,BellyButtonsScienceOnline
B956,Clostridiales,1,BellyButtonsScienceOnline
B956,Clostridiales,1,BellyButtonsScienceOnline
B956,Clostridiales,1,BellyButtonsScienceOnline
B956,Clostridiales,2,BellyButtonsScienceOnline
B956,Clostridiales,3,BellyButtonsScienceOnline
B956,Clostridiales,3,BellyButtonsScienceOnline
B956,Clostridiales,4,BellyButtonsScienceOnline
B956,Clostridiales,5,BellyButtonsScienceOnline
B956,Clostridiales,5,BellyButtonsScienceOnline
B956,Clostridiales,7,BellyButtonsScienceOnline
B956,Clostridiales,8,BellyButtonsScienceOnline
B956,Corynebacterineae,1,BellyButtonsScienceOnline
B956,Corynebacterineae,1,BellyButtonsScienceOnline
B956,Corynebacterineae,14,BellyButtonsScienceOnline
B956,Corynebacterineae,18,BellyButtonsScienceOnline
B956,Corynebacterium,20,BellyButtonsScienceOnline
B956,Corynebacterium,3,BellyButtonsScienceOnline
B956,Finegoldia,2,BellyButtonsScienceOnline
B956,Firmicutes,4,BellyButtonsScienceOnline
B956,Fusobacterium,2,BellyButtonsScienceOnline
B956,Gammaproteobacteria,1,BellyButtonsScienceOnline
B956,Micrococcus,1,BellyButtonsScienceOnline
B956,Parvimonas,1,BellyButtonsScienceOnline
B956,Peptococcus,1,BellyButtonsScienceOnline
B956,Peptococcus,4,BellyButtonsScienceOnline
B956,Peptoniphilus,1,BellyButtonsScienceOnline
